Index,Islamic Month,Date,City,State,Country,Obs Time,Cloud Level,Atmosphere,Visibility,V Eye,V Binocular,V Telescope,V CCD
34,muh43,Mon 09 August 2021 ,Abu Dhabi,Abu Dhabi,United Arab Emirates ,Before sunset,clear,hazy,Photographed,not sought,not sought,not sought,seen
35,muh43,Mon 09 August 2021 ,الإمارات ,دبي,United Arab Emirates ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
36,muh43,Mon 09 August 2021 ,York,North Yorkshire,United Kingdom ,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not seen,not sought
37,muh43,Mon 09 August 2021 ,Blacksburg,Virginia,United States ,After sunset,partly cloudy,very hazy,Seen,seen,seen,not sought,not sought
38,muh43,Sat 07 August 2021 ,الكويف,تبسة,Algeria ,Before sunrise,clear,clear,Seen,seen,not sought,not sought,seen
39,muh43,Sat 07 August 2021 ,كوينين,الوادي,Algeria ,Before sunrise,clear,superb,Seen,seen,not sought,not sought,not sought
40,muh43,Sat 07 August 2021 ,Surakarta,Central Java,Indonesia ,Before sunrise,clear,clear,Seen,seen,seen,seen,seen
41,muh43,Sat 07 August 2021 ,Surakarta,Central Java,Indonesia ,After sunrise,partly cloudy,clear,Photographed,not seen,not seen,not seen,seen
42,muh43,Sat 07 August 2021 ,عمان,عمان,Jordan ,Before sunrise,clear,superb,Seen,seen,not sought,not sought,seen
43,muh43,Sat 07 August 2021 ,العبدلي,عمان,Jordan ,Before sunrise,clear,clear,Seen,seen,not sought,not sought,not sought
44,muh43,Sat 07 August 2021 ,ديربلوط,سلفيت,Palestine ,Before sunrise,clear,clear,Not Seen,not seen,not sought,not sought,not sought
45,muh43,Sat 07 August 2021 ,المدينة المنورة,المدينة المنورة,Saudi Arabia ,Before sunrise,partly cloudy,hazy,Seen,seen,seen,not sought,not sought
46,muh43,Sat 07 August 2021 ,الرياض,الرياض,Saudi Arabia ,Before sunrise,clear,clear,Seen,seen,not sought,not sought,not sought
47,muh43,Sat 07 August 2021 ,الإمارات ,دبي,United Arab Emirates ,Before sunrise,clear,clear,Seen,seen,not sought,seen,not sought
48,muh43,Sat 07 August 2021 ,دبي,دبي,United Arab Emirates ,Before sunrise,partly cloudy,hazy,Seen,seen,not sought,seen,seen
49,muh43,Sun 08 August 2021 ,Surakarta,Central Java,Indonesia ,After sunrise,partly cloudy,hazy,Photographed,not seen,not sought,not seen,seen
50,muh43,Sun 08 August 2021 ,ديربلوط,سلفيت,Palestine ,Before sunrise,partly cloudy,very hazy,Not Seen,not seen,not sought,not sought,not sought
51,muh43,Sun 08 August 2021 ,المدينة المنورة,المدينة المنورة,Palestine ,Before sunrise,clear,hazy,Not Seen,not seen,not seen,not sought,not sought
0,saf43,Tue 07 September 2021 ,الكويف,تبسة,Algeria ,After sunset,partly cloudy,very hazy,Not Seen,not seen,not sought,not sought,not sought
1,saf43,Tue 07 September 2021 ,حاسي بحبح,الجلفة,Algeria ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
2,saf43,Tue 07 September 2021 ,كوينين,الوادي,Algeria ,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
3,saf43,Tue 07 September 2021 ,قمار,الوادي,Algeria ,After sunset,clear,hazy,Not Seen,not seen,not sought,not sought,not sought
4,saf43,Tue 07 September 2021 ,سدني,New South Wales,Australia ,After sunset,clear,clear,Not Seen,not sought,not seen,not sought,not sought
5,saf43,Tue 07 September 2021 ,عيسى,الجنوبية,Bahrain ,After sunset,clear,clear,Photographed,not sought,not sought,not sought,seen
6,saf43,Tue 07 September 2021 ,Sarajevo,Bosna anHercegovina,Bosnia and Herzegovina ,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
7,saf43,Tue 07 September 2021 ,Medan,North Sumatera,Indonesia ,After sunset,totally cloudy,hazy,Not Seen,not seen,not seen,not seen,not seen
8,saf43,Tue 07 September 2021 ,Surakarta,Central Java,Indonesia ,After sunset,partly cloudy,clear,Not Seen,not seen,not seen,not seen,not sought
9,saf43,Tue 07 September 2021 ,Shahreza,Isfahan,Iran ,After sunset,clear,clear,Seen,not sought,seen,not sought,not sought
10,saf43,Tue 07 September 2021 ,قم,قم,Iran ,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
11,saf43,Tue 07 September 2021 ,مدينة الصدر ,بغداد,Iraq ,After sunset,clear,clear,Not Seen,not seen,not seen,not sought,not sought
12,saf43,Tue 07 September 2021 ,irbid,إربد,Jordan ,Before sunset,partly cloudy,clear,Photographed,not sought,not sought,not sought,seen
13,saf43,Tue 07 September 2021 ,انواكشوط ,انواكشوط ,Mauritania ,After sunset,clear,clear,Not Seen,not seen,not sought,not sought,not sought
14,saf43,Tue 07 September 2021 ,ديربلوط,سلفيت,Palestine ,After sunset,partly cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
15,saf43,Tue 07 September 2021 ,المدينة المنورة ,المدينة المنورة ,Saudi Arabia ,After sunset,totally cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
16,saf43,Tue 07 September 2021 ,المهدية,المهدية,Tunisia ,After sunset,partly cloudy,hazy,Not Seen,not sought,not sought,not sought,not sought
17,saf43,Tue 07 September 2021 ,Abu Dhabi,Abu Dhabi,United Arab Emirates ,Before sunset,clear,hazy,Photographed,not sought,not sought,not sought,seen
18,saf43,Tue 07 September 2021 ,الإمارات ,دبي,United Arab Emirates ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not seen,not sought
19,saf43,Tue 07 September 2021 ,Abu Dhabi,Abu Dhabi,United Arab Emirates ,After sunset,partly cloudy,hazy,Photographed,not sought,not sought,not sought,seen
20,saf43,Tue 07 September 2021 ,York,North Yorkshire,United Kingdom ,After sunset,clear,clear,Not Seen,not seen,not seen,not sought,not sought
21,saf43,Tue 07 September 2021 ,‏لورنس Lawrence,‏ماساتشوستس Massachusetts,United States ,After sunset,clear,superb,Seen,not seen,seen,seen,not sought
22,saf43,Tue 07 September 2021 ,Blacksburg,Virginia,United States ,After sunset,partly cloudy,very hazy,Not Seen,not sought,not seen,not sought,not sought
23,saf43,Wed 08 September 2021 ,Dhaka,Dhaka,Bangladesh ,After sunset,partly cloudy,superb,Seen,seen,not sought,not sought,not sought
24,saf43,Wed 08 September 2021 ,Sarajevo,Bosna anHercegovina,Bosnia and Herzegovina ,After sunset,partly cloudy,clear,Seen,seen,seen,not sought,not sought
25,saf43,Wed 08 September 2021 ,DOUALA,Littoral ,Cameroon ,After sunset,partly cloudy,hazy,Seen,seen,not sought,not sought,not sought
26,saf43,Wed 08 September 2021 ,القاهرة ,القاهرة,Egypt ,After sunset,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
27,saf43,Wed 08 September 2021 ,الصدر,بغداد,Iraq ,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
28,saf43,Wed 08 September 2021 ,ديربلوط,سلفيت,Palestine ,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
29,saf43,Wed 08 September 2021 ,الهفوف,الأحساء,Saudi Arabia ,After sunset,clear,hazy,Seen,seen,not sought,not sought,not sought
30,saf43,Wed 08 September 2021 ,الإمارات ,دبي,United Arab Emirates ,After sunset,partly cloudy,clear,Seen,seen,not sought,seen,not sought
31,saf43,Wed 08 September 2021 ,دبي,Dubai,United Arab Emirates ,After sunset,partly cloudy,hazy,Seen,seen,not sought,seen,seen
32,saf43,Wed 08 September 2021 ,York,North Yorkshire,United Kingdom ,After sunset,partly cloudy,hazy,Seen,not seen,seen,not sought,not sought
33,saf43,Wed 08 September 2021 ,Blacksburg,Virginia,United States ,After sunset,partly cloudy,very hazy,Seen,seen,seen,not sought,not sought
34,saf43,Sun 05 September 2021 ,Surakarta,Central Java,Indonesia ,Before sunrise,partly cloudy,hazy,Not Seen,not seen,not seen,not seen,not sought
35,saf43,Sun 05 September 2021 ,ديربلوط,سلفيت,Palestine ,Before sunrise,clear,clear,Seen,seen,not sought,not sought,not sought
36,saf43,Sun 05 September 2021 ,المدينة المنورة ,المدينة المنورة ,Saudi Arabia ,Before sunrise,partly cloudy,hazy,Seen,seen,seen,not sought,not sought
37,saf43,Sun 05 September 2021 ,الإمارات ,دبي,United Arab Emirates ,Before sunrise,clear,clear,Seen,seen,not sought,not sought,not sought
38,saf43,Mon 06 September 2021 ,كوينين,الوادي,Algeria ,Before sunrise,partly cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
39,saf43,Mon 06 September 2021 ,عيسى,الجنوبية,Bahrain ,After sunrise,clear,clear,Photographed,not sought,not sought,not sought,seen
40,saf43,Mon 06 September 2021 ,Debrecen,Hajdú-Bihar,Hungary ,Before sunrise,clear,superb,Seen,seen,seen,seen,seen
41,saf43,Mon 06 September 2021 ,irbid,إربد,Jordan ,Before sunrise,partly cloudy,clear,Photographed,not sought,not sought,not sought,seen
42,saf43,Mon 06 September 2021 ,ديربلوط,سلفيت,Palestine ,Before sunrise,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
43,saf43,Mon 06 September 2021 ,المدينة المنورة ,المدينة المنورة ,Saudi Arabia ,Before sunrise,totally cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
44,saf43,Mon 06 September 2021 ,دبي,Dubai,Saudi Arabia ,Before sunrise,partly cloudy,hazy,Seen,not seen,not sought,seen,seen
45,saf43,Mon 06 September 2021 ,الإمارات ,دبي,Saudi Arabia ,Before sunrise,partly cloudy,hazy,Not Seen,not seen,not sought,not seen,not sought
46,saf43,Mon 06 September 2021 ,Abu Dhabi,Abu Dhabi,Saudi Arabia ,After sunrise,clear,hazy,Photographed,not sought,not sought,not sought,seen
0,raa43,Wed 06 October 2021 ,عجاجة,ورقلة,Algeria ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
1,raa43,Wed 06 October 2021 ,الكويف,تبسة,Algeria ,After sunset,totally cloudy,very hazy,Not Seen,not seen,not sought,not sought,not sought
2,raa43,Wed 06 October 2021 ,كوينين,الوادي,Algeria ,After sunset,partly cloudy,hazy,Not Seen,not sought,not sought,not sought,not sought
3,raa43,Wed 06 October 2021 ,قمار,الوادي,Algeria ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
4,raa43,Wed 06 October 2021 ,Sydney ,New South Wales,Australia ,After sunset,clear,superb,Not Seen,not seen,not sought,not sought,not sought
5,raa43,Wed 06 October 2021 ,Shahreza,Isfahan,Iran ,After sunset,clear,clear,Not Seen,not sought,not seen,not sought,not sought
6,raa43,Wed 06 October 2021 ,ديربلوط,سلفيت,Palestine ,After sunset,clear,clear,Not Seen,not seen,not sought,not sought,not sought
7,raa43,Wed 06 October 2021 ,المهدية,المهدية,Tunisia ,After sunset,partly cloudy,hazy,Not Seen,not sought,not sought,not sought,not sought
8,raa43,Wed 06 October 2021 ,الإمارات ,دبي,United Arab Emirates ,After sunset,clear,superb,Not Seen,not sought,not sought,not sought,not sought
9,raa43,Thu 07 October 2021 ,كوينين,الوادي,Algeria ,After sunset,clear,clear,Seen,seen,seen,not sought,not sought
10,raa43,Thu 07 October 2021 ,بوهراوه- المستجاب,غرداية,Algeria ,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
11,raa43,Thu 07 October 2021 ,حاسي بحبح ,الجلفة ,Algeria ,After sunset,clear,superb,Seen,seen,not sought,not sought,seen
12,raa43,Thu 07 October 2021 ,Dhaka,Dhaka,Bangladesh ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
13,raa43,Thu 07 October 2021 ,Tutong,Tutong,Brunei Darussalam ,After sunset,partly cloudy,superb,Seen,seen,not sought,seen,seen
14,raa43,Thu 07 October 2021 ,Douala,Littoral,Cameroon ,After sunset,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
15,raa43,Thu 07 October 2021 ,القاهرة,القاهرة,Egypt ,After sunset,clear,clear,Not Seen,not seen,not sought,not sought,not sought
16,raa43,Thu 07 October 2021 ,Accra,Greater Accra,Ghana ,After sunset,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
17,raa43,Thu 07 October 2021 ,Medan,Sumatera Utara,Indonesia ,After sunset,totally cloudy,hazy,Not Seen,not seen,not seen,not seen,not seen
18,raa43,Thu 07 October 2021 ,Surakarta,Central Java,Indonesia ,After sunset,partly cloudy,clear,Seen,not seen,seen,seen,seen
19,raa43,Thu 07 October 2021 ,Shahreza,Isfahan,Iran ,After sunset,clear,hazy,Seen,seen,seen,not sought,not sought
20,raa43,Thu 07 October 2021 ,إربد,إربد,Jordan ,Before sunset,clear,superb,Seen,seen,seen,not sought,seen
21,raa43,Thu 07 October 2021 ,"Telok Kemang Observatory, Port Dickson",Negeri Sembilan,Malaysia ,After sunset,partly cloudy,hazy,Seen,not seen,not seen,seen,seen
22,raa43,Thu 07 October 2021 ,ديربلوط,سلفيت,Palestine ,After sunset,clear,superb,Seen,seen,not sought,not sought,not sought
23,raa43,Thu 07 October 2021 ,المدينة المنورة ,المدينة المنورة ,Saudi Arabia ,After sunset,partly cloudy,clear,Seen,not seen,seen,not sought,not sought
24,raa43,Thu 07 October 2021 ,المهدية,المهدية,Tunisia ,After sunset,partly cloudy,hazy,Seen,seen,not sought,not sought,not sought
25,raa43,Thu 07 October 2021 ,Dubai,Dubai,United Arab Emirates ,After sunset,clear,clear,Seen,not seen,seen,seen,seen
26,raa43,Thu 07 October 2021 ,ِAl Khatim,Abu Dhabi,United Arab Emirates ,After sunset,clear,clear,Photographed,not sought,not sought,not sought,seen
27,raa43,Thu 07 October 2021 ,الحمرية,الشارقة,United Arab Emirates ,After sunset,clear,clear,Seen,seen,not sought,seen,seen
28,raa43,Thu 07 October 2021 ,York,North Yorkshire,United Kingdom ,After sunset,totally cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
29,raa43,Thu 07 October 2021 ,‏لورنس Lawrence,‏ماساتشوستس Massachusetts,United States ,After sunset,clear,superb,Seen,seen,not sought,not sought,not sought
30,raa43,Thu 07 October 2021 ,Blacksburg,Virginia,United States ,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
31,raa43,Tue 05 October 2021 ,كوينين,الوادي,Algeria ,Before sunrise,partly cloudy,hazy,Seen by others,seen,not seen,not sought,not sought
32,raa43,Tue 05 October 2021 ,Surakarta,Central Java,Indonesia ,Before sunrise,partly cloudy,clear,Not Seen,not seen,not seen,not seen,not sought
33,raa43,Tue 05 October 2021 ,Irbid,إربد,Jordan ,Before sunrise,clear,superb,Seen,seen,seen,not sought,not sought
34,raa43,Tue 05 October 2021 ,ديربلوط,سلفيت,Palestine ,Before sunrise,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
35,raa43,Tue 05 October 2021 ,Dubai,Dubai,United Arab Emirates ,Before sunrise,partly cloudy,clear,Seen,seen,seen,seen,seen
36,raa43,Wed 06 October 2021 ,ديربلوط,سلفيت,United Arab Emirates ,Before sunrise,partly cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
0,rat43,Fri 05 November 2021 ,كوينين,الوادي,Algeria ,After sunset,totally cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
1,rat43,Fri 05 November 2021 ,LAKEMBA,NSW,Australia ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
2,rat43,Fri 05 November 2021 ,Surakarta,Central Java,Indonesia ,Before sunset,totally cloudy,very hazy,Not Seen,not seen,not seen,not seen,not sought
3,rat43,Fri 05 November 2021 ,Shahreza,Isfahan,Iran ,After sunset,totally cloudy,hazy,Not Seen,not sought,not seen,not sought,not sought
4,rat43,Fri 05 November 2021 ,irbid,إربد,Jordan ,Before sunset,clear,superb,Photographed,not sought,not sought,not sought,seen
5,rat43,Fri 05 November 2021 ,Irbid,Irbid,Jordan ,After sunset,clear,superb,Seen,not seen,not seen,seen,seen
6,rat43,Fri 05 November 2021 ,"Telok Kemang Observatory, Port Dickson",Negeri Sembilan,Malaysia ,After sunset,totally cloudy,hazy,Not Seen,not seen,not seen,not seen,not seen
7,rat43,Fri 05 November 2021 ,MIRI,SARAWAK,Malaysia ,After sunset,partly cloudy,hazy,Seen,not seen,not seen,seen,seen
8,rat43,Fri 05 November 2021 ,ديربلوط,سلفيت,Palestine ,After sunset,clear,clear,Not Seen,not seen,not sought,not sought,not sought
9,rat43,Fri 05 November 2021 ,الرياض,الرياض,Saudi Arabia ,After sunset,clear,clear,Seen,not seen,not sought,seen,not sought
10,rat43,Fri 05 November 2021 ,أملج,أملج,Saudi Arabia ,After sunset,clear,clear,Photographed,not sought,not sought,not seen,seen
11,rat43,Fri 05 November 2021 ,Daressalaam,Tanzania,Tanzania ,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not seen,not seen
12,rat43,Fri 05 November 2021 ,المهدية,المهدية,Tunisia ,After sunset,partly cloudy,hazy,Not Seen,not sought,not sought,not sought,not sought
13,rat43,Fri 05 November 2021 ,المهدية,المهدية,Tunisia ,After sunset,partly cloudy,clear,Not Seen,not sought,not sought,not sought,not sought
14,rat43,Fri 05 November 2021 ,Abu Dhabi,Abu Dhabi,United Arab Emirates ,Before sunset,clear,hazy,Photographed,not sought,not sought,not sought,seen
15,rat43,Fri 05 November 2021 ,الإمارات ,دبي,United Arab Emirates ,After sunset,clear,clear,Not Seen,not seen,not sought,not sought,not sought
16,rat43,Fri 05 November 2021 ,Rancho Palos Verdes,California,United States ,After sunset,partly cloudy,superb,Seen,seen,not sought,not sought,seen
17,rat43,Fri 05 November 2021 ,Blacksburg,Virginia,United States ,After sunset,partly cloudy,hazy,Not Seen,not sought,not seen,not sought,not sought
18,rat43,Sat 06 November 2021 ,Dhaka,Dhaka,Bangladesh ,After sunset,clear,superb,Seen by others,seen,not sought,not sought,not sought
19,rat43,Sat 06 November 2021 ,القاهرة ,القاهرة ,Egypt ,After sunset,clear,hazy,Seen,seen,not sought,not sought,not sought
20,rat43,Sat 06 November 2021 ,ديربلوط,سلفيت,Palestine ,After sunset,clear,superb,Seen,seen,not sought,not sought,not sought
21,rat43,Sat 06 November 2021 ,المدينة المنورة ,المدينة المنورة ,Saudi Arabia ,After sunset,partly cloudy,hazy,Seen,seen,seen,not sought,not sought
22,rat43,Sat 06 November 2021 ,المهدية,المهدية,Tunisia ,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
23,rat43,Sat 06 November 2021 ,الإمارات ,دبي,United Arab Emirates ,After sunset,clear,superb,Seen,seen,not sought,not sought,not sought
24,rat43,Sat 06 November 2021 ,Abu Dhabi,Abu Dhabi,United Arab Emirates ,After sunset,clear,clear,Seen,seen,not sought,not sought,seen
25,rat43,Sat 06 November 2021 ,Dubai,Dubai,United Arab Emirates ,After sunset,partly cloudy,clear,Seen,seen,seen,seen,seen
